Category,Sub-Category,Metric,"Anderson County, TN","Bedford County, TN","Benton County, TN","Bledsoe County, TN","Blount County, TN","Bradley County, TN","Campbell County, TN","Cannon County, TN","Carroll County, TN","Carter County, TN","Cheatham County, TN","Chester County, TN","Claiborne County, TN","Clay County, TN","Cocke County, TN","Coffee County, TN","Crockett County, TN","Cumberland County, TN","Davidson County, TN","Decatur County, TN","DeKalb County, TN","Dickson County, TN","Dyer County, TN","Fayette County, TN","Fentress County, TN","Franklin County, TN","Gibson County, TN","Giles County, TN","Grainger County, TN","Greene County, TN","Grundy County, TN","Hamblen County, TN","Hamilton County, TN","Hancock County, TN","Hardeman County, TN","Hardin County, TN","Hawkins County, TN","Haywood County, TN","Henderson County, TN","Henry County, TN","Hickman County, TN","Houston County, TN","Humphreys County, TN","Jackson County, TN","Jefferson County, TN","Johnson County, TN","Knox County, TN","Lake County, TN","Lauderdale County, TN","Lawrence County, TN","Lewis County, TN","Lincoln County, TN","Loudon County, TN","Macon County, TN","Madison County, TN","Marion County, TN","Marshall County, TN","Maury County, TN","McMinn County, TN","McNairy County, TN","Meigs County, TN","Monroe County, TN","Montgomery County, TN","Moore County, TN","Morgan County, TN","Obion County, TN","Overton County, TN","Perry County, TN","Pickett County, TN","Polk County, TN","Putnam County, TN","Rhea County, TN","Roane County, TN","Robertson County, TN","Rutherford County, TN","Scott County, TN","Sequatchie County, TN","Sevier County, TN","Shelby County, TN","Smith County, TN","Stewart County, TN","Sullivan County, TN","Sumner County, TN","Tipton County, TN","Trousdale County, TN","Unicoi County, TN","Union County, TN","Van Buren County, TN","Warren County, TN","Washington County, TN","Wayne County, TN","Weakley County, TN","White County, TN","Williamson County, TN","Wilson County, TN"
"Occupation Metrics","Chemical Equipment Operators and Tenders","Jobs (2026)",34.7160344714,,16.2846038206,,19.3415601354,44.7670866191,11.0602836972,0,29.1864050593,,13.7065709121,,,0,,41.265158223,,31.3024600785,108.373441102,0,19.7208893229,,,64.4691365745,0,,,,,31.6830348745,0,33.48612074,185.130558672,,46.7038652833,11.795014622,175.463791686,81.1775189044,,,0,0,126.88900303,0,10.2285998127,,101.656823523,0,,,,,,,14.4767337496,15.7812201583,12.501005964,57.7237690921,80.0267161329,,,36.3255596466,49.2212084347,0,,14.8649711049,,,0,,,27.351423309,,,140.614554253,,10.9310053228,17.4249967119,513.786122227,,,1517.40934513,38.204282073,,0,94.4884415824,14.7258783821,0,,115.328431569,0,,,16.2172799087,15.6502223914
"Occupation Metrics","Production Workers, All Other","Jobs (2026)",568.161034451,300.04130807,38.292226551,,552.110892646,634.378553715,97.1566365847,,58.7553858309,49.4015216307,101.435433143,31.311859637,115.684434323,11.7146754063,53.3157162969,371.110372776,54.1497963347,240.169327525,2239.04570153,23.3045558901,89.5839400395,145.537714955,277.500646112,55.4993598751,22.0471926665,135.050028935,164.94772524,177.227006882,53.77609903,314.998654244,13.7137296496,714.485260928,1419.03624058,,67.9082234193,133.402783543,120.956893262,114.521429119,68.8566001441,122.740823401,15.6424809237,,80.956005783,13.6451920813,123.102147718,28.2897877077,1488.92890659,,60.9235735524,150.833703088,34.3076715477,158.844627106,163.250203465,37.5867415466,929.395449715,96.2792514819,155.087784317,227.634708934,290.16636902,75.2376960841,24.8807347669,219.999712201,504.502359357,74.5864346363,,139.357212173,99.5418155042,30.0059504857,,22.4938723983,481.643648049,199.853456903,146.355957104,235.714507693,957.205725471,82.5965498756,33.6460643052,119.985560106,2444.1983415,38.8303086586,49.472732547,400.177743484,309.499334337,62.051846364,10.3201857643,48.9375506442,25.5299611416,,277.567579385,244.835388518,15.8961218452,119.758411095,171.902305114,578.35903791,248.936582509
"Occupation Metrics","Chemical Equipment Operators and Tenders","Projected Job Change % (2025 - 2030)",0.181818181818,,0.0625,,0.157894736842,0.0909090909091,,0,0.259259259259,,0.307692307692,,,0,,0.289473684211,,0.1,0.0660377358491,0,0.333333333333,,,0.0793650793651,0,,,,,0.133333333333,0,-0.0294117647059,-0.0322580645161,,0.133333333333,0,0.212121212121,0.383561643836,,,0,0,0.282051282051,0,,,0.019801980198,0,,,,,,,0,0.2,0.0833333333333,0.107142857143,0.157894736842,,,0.0555555555556,0.148936170213,0,,0.214285714286,,,,,,0.037037037037,,,0.117647058824,,0.0909090909091,0.1875,0.0216110019646,,,-0.0209973753281,-0.0769230769231,,0,0.131868131868,0.538461538462,0,,0.231481481481,0,,,0.266666666667,0.428571428571
"Occupation Metrics","Production Workers, All Other","Projected Job Change % (2025 - 2030)",0.0159857904085,-0.0844155844156,0,,0.0293577981651,-0.145234493192,0.184782608696,,0.0877192982456,0.127659574468,0.04,0.0322580645161,-0.034188034188,0,0.117647058824,-0.0899470899471,0.0185185185185,0.00833333333333,0.0174652933274,0.0434782608696,-0.129032258065,-0.013698630137,0.014598540146,0.0925925925926,0.0454545454545,-0.10071942446,0.0368098159509,-0.0446927374302,0.0576923076923,0.0353697749196,0.153846153846,0.0611664295875,-0.0733564013841,,0,0.0227272727273,-0.0247933884298,0.214953271028,-0.0714285714286,-0.0243902439024,0.133333333333,,0.128205128205,0.0769230769231,0.00819672131148,0,0.050305914344,,-0.0645161290323,0.0821917808219,0,0.0254777070064,0.05,0.138888888889,0.0021528525296,0.0744680851064,-0.0636942675159,0.175925925926,0,0.109589041096,-0.115384615385,0.0137614678899,0.110882956879,0.138888888889,,0.0808823529412,0.258064516129,0,,0.0909090909091,-0.0971659919028,0.223404255319,0.0555555555556,-0.0336134453782,0.0316455696203,0.0121951219512,0.290322580645,0.121739130435,-0.170551670552,-0.025641025641,0.104166666667,0.0769230769231,0.0592105263158,-0.047619047619,0.1,0.0208333333333,0.08,,0.0962962962963,-0.0283400809717,0,-0.0166666666667,0.133333333333,0.0955752212389,-0.0120481927711
"Occupation Metrics","Chemical Equipment Operators and Tenders","2025 Resident Workers",22.5963056492,15.7020964758,36.2941571641,,27.9059708879,49.01265818,17.3295304829,,31.4239094605,54.2184299415,,,,,15.341100026,26.9352850859,,24.3607988004,86.7536826348,,11.2592671099,14.5585077542,,42.0224629979,,17.5034566858,12.6350736789,10.8892516226,12.5618556294,75.3348066059,,43.8386825558,133.247257042,,42.6989374506,,295.691127262,46.7951368363,,14.5813862829,,,55.6106969471,,17.313502563,13.079494759,94.2949945932,,12.9319320878,17.7210128389,,12.1062360566,19.492832997,,26.4318642202,10.3103887551,13.5520818239,49.0089920649,58.8484771125,13.0918965325,,33.5297174436,53.6678142877,,,10.1906199443,,,,12.1035863659,12.5054714354,28.2329090418,13.2443884926,17.1099311057,98.416410955,,16.3184053063,15.5187234905,370.031533052,,,782.700674615,39.7701251688,33.3961909239,,61.0484117703,,,20.5736627637,376.596949358,,,10.4195820353,29.04255588,24.2053556402
"Occupation Metrics","Production Workers, All Other","2025 Resident Workers",305.779609313,282.900112052,62.3312884962,37.3877365836,444.330227569,552.329915817,143.628641747,46.1636413667,114.897448038,87.4441888334,104.161962866,60.1452070431,126.935596722,20.2806472938,127.051019185,287.284155071,80.2846157496,214.709992915,1531.04324193,43.4840515548,89.7989836389,152.353767713,198.906994095,98.8201780758,55.4113661521,198.95324708,292.975893146,144.257440157,100.814369157,283.573373709,66.4425205133,419.032627257,1097.88758316,22.3184416739,108.364155663,100.013981207,204.308927207,106.418667411,105.67817845,122.809776147,55.9706421194,30.2748260471,73.317759893,38.6692782757,190.260225457,35.6301070748,1347.04552501,19.8851319157,117.25362093,198.187409095,36.8295394494,171.436812907,238.172332123,69.040307798,536.028349611,68.0525245387,152.9284541,331.532097978,282.188104217,130.175996758,76.6310876493,219.881877227,558.292515747,21.4178391127,52.253840022,121.68142649,96.2843790413,33.0067844202,13.075460877,87.5027786927,388.539415502,186.910906673,209.505160496,233.555624798,991.781639924,88.4261388614,85.6913813803,161.296926209,2035.11816056,61.5942008543,53.9800932103,347.701327446,435.987036628,152.85953661,29.028927781,48.1729265581,46.4761066645,17.5274217057,278.178462862,293.083096156,41.9590252505,123.307088492,164.875402338,391.649293083,338.232340918
"Occupation Metrics","Chemical Equipment Operators and Tenders","2021 - 2026 % Change in Resident Workers"
"Occupation Metrics","Production Workers, All Other","2021 - 2026 % Change in Resident Workers"
"Occupation Metrics","Chemical Equipment Operators and Tenders","2021 Resident Workers",54.1527604972,13.3614076907,35.5804671164,,66.4202799677,68.3055455548,70.5258814673,,38.5222713735,52.3663882367,10.8831271344,,17.8876185504,,18.7682704459,24.7437606846,15.8168113067,26.6806407597,110.087454732,,,20.6661036169,15.4088971509,56.7482497465,,15.046914593,32.2264108888,12.1312797935,21.5677780553,66.3599199248,,68.2793897343,158.02896833,,52.8998962265,10.0059067688,267.704252009,68.9847592662,10.1375408728,14.3865549727,22.3661492609,,62.7472150069,,42.1413657387,,249.985226332,,15.4662360957,22.244794994,,10.7607631667,44.5619842126,,48.2513821653,13.1331320267,14.0295508282,68.9558299704,50.5313582547,15.4455912138,11.613838397,51.6946991207,53.7477319731,,,23.7200880858,,,,13.1982325185,13.2929514245,15.5554375957,30.8431710601,29.1885119387,102.672195636,,15.7578243226,23.8857987037,417.999142861,,,687.662765376,78.122223842,36.1295978241,,67.6514575117,,,15.9824539976,367.636022851,,13.0239956761,11.4185586007,35.1214043448,27.3794517124
"Occupation Metrics","Production Workers, All Other","2021 Resident Workers",214.30076939,175.688424568,48.6271171474,26.8005227048,313.503334961,363.154871899,102.924586588,30.5431225303,66.6248290655,68.8979854332,62.9082219484,34.7529689939,99.4543357115,16.7621055606,99.9943925642,171.557804255,41.7026271134,190.965009732,1074.91109808,25.1157231087,75.4046222905,101.739682367,105.259175049,75.7167794536,47.5048524805,110.617000405,146.043373465,77.671837891,81.2104917927,232.787263003,37.061275947,304.791525861,690.264521351,15.9492134992,70.336090132,69.9239697147,178.402210157,70.9089094356,65.8744777807,99.2189968952,38.7057691717,26.3501772502,58.2025798927,28.3721906931,148.364987885,26.8825175492,985.813030062,11.9310311673,86.0300986867,106.599085066,23.3498608327,93.003457523,168.2802394,48.5192506286,312.804355644,34.6297627473,92.3895887428,204.787015679,208.416702188,87.3665622907,54.0568653795,174.066692179,419.142467929,11.8999773624,34.6854274634,79.4667011304,81.1184683151,17.9551673588,10.2848790876,55.7946525199,314.806762787,116.450356903,144.157350636,140.986708299,669.074159782,65.7528614881,45.270101921,121.950052115,1702.98615296,44.5921629826,41.873677983,322.302120978,282.091792994,115.253437451,19.3379782645,40.481873301,35.0347563353,15.0348200361,225.11253121,243.23036315,24.8033295214,81.9845175455,134.031764532,278.149640417,240.974754183
"Occupation Metrics","Chemical Equipment Operators and Tenders","2026 Resident Workers"
"Occupation Metrics","Production Workers, All Other","2026 Resident Workers"
"Occupation Metrics","Chemical Equipment Operators and Tenders","2025 Net Commuters",10,,-20,,-9,-5,-5,,-4,,,,,,,11,,6,19,,7,,,21,,,,,,-45,,-10,53,,2,,-131,26,,,,,61,,-6,,7,,,,,,,,-11,5,-2,7,17,,,2,-7,,,4,,,,,,-1,,,38,,-5,0,139,,,741,-1,,,30,,,,-269,,,,-14,-10
"Occupation Metrics","Production Workers, All Other","2025 Net Commuters",257,25,-24,,101,109,-52,,-58,-40,-4,-29,-10,-8,-76,91,-26,25,702,-20,3,-6,75,-45,-33,-60,-130,35,-49,27,-53,284,347,,-40,32,-83,1,-36,0,-41,,5,-26,-68,-8,124,,-55,-52,-3,-14,-78,-33,393,26,4,-116,7,-57,-51,-2,-71,51,,14,-3,-3,,-66,105,1,-66,4,-44,-6,-55,-46,539,-23,-6,42,-132,-90,-19,0,-21,,-8,-46,-26,-3,0,173,-89
"Occupation Metrics","Chemical Equipment Operators and Tenders","Competitive Effect",-65.993024689,2.679676519,0.626007617611,3.03501196109,-36.0510108044,-53.0026988881,-84.7349361324,-0.00695220991893,-12.9151565059,1.70884715341,-1.83798820802,-1.74536038428,-0.0438765956659,-4.64291894016,5.04809800438,6.67802176312,-16.8538700172,-7.81406156835,-71.9894322761,0.0216369600046,14.0073576878,-3.22494288089,-4.91088797359,-29.1928991189,-1.45611607642,0.0355577149311,-20.4021224026,0.465753987747,-0.723387717899,4.75101949652,0.0269701667743,-47.9013780517,-64.578213818,0.196085337858,-16.0445234634,2.34733349715,28.9994821216,-35.8333524784,-1.68283640449,4.72809269924,-24.696099608,-0.00163316437509,-30.0239726883,-0.066519839211,-69.3248793191,-0.0500606372679,-288.605016309,0.025952894839,-1.15525473083,0.169368168296,3.32882630615,1.03153939131,-22.299371721,-0.155998070557,-46.5324485325,-8.28744406753,4.04130960984,-54.4113392803,18.6862154131,-0.317722838134,-0.0731741621952,-41.985723502,3.22089150571,-0.000534717332319,-1.57484539365,-33.7931461652,-0.199239850726,-0.276577970277,0.100642654138,-0.107012845999,-0.549469409197,19.2152393717,-10.7289086704,0.515223498314,-8.56872119794,-0.234769703847,-0.378713303963,4.19488054247,-169.091376643,1.02831380155,0.153086534056,-64.9488003803,-91.7455134346,-3.57795020233,-0.0441867973897,-33.979547882,12.2069361478,-5.90774796656E-5,2.81924435951,-49.9007766987,-0.00233903481425,0.0881740148304,-7.51185432014,-0.682529951862,4.41164823736
"Occupation Metrics","Production Workers, All Other","Competitive Effect",75.862735854,73.0850843624,-13.3757616486,0.335530628726,90.2558626483,71.4773498323,19.0867395317,-0.0148970778613,29.4952332909,3.80022475914,59.8384218956,6.37979396496,-3.25930804021,-6.07933439055,-8.42918637738,93.5455169396,21.9214271577,-54.7611252211,212.913206357,8.30829491016,-28.5153886251,26.9394928948,127.386552675,-10.8903641207,-6.14753120112,24.968691062,88.8431483141,60.0691008175,-5.4176420586,-31.5652972326,4.8289195032,100.40272183,319.812438502,-0.688702947925,6.82683898887,22.423092768,-32.1796898646,30.9626861824,1.24199607432,-17.4553892842,-1.1412517326,3.192787387,-10.8561075161,-1.09165105628,-22.17169791,-0.250412359891,113.818869048,-5.18287293494,-21.6932968097,48.545601025,10.0325165012,67.7414414667,40.1587526785,8.4443689687,249.789326859,51.0205704172,35.0367388099,96.9393922779,-33.3486915509,10.0088071981,-3.49928439728,-25.1228127718,-35.2342029832,25.7612342145,1.21663598491,33.5400364013,5.74191708813,13.6984937469,-0.764137112294,10.491017541,-72.3143466359,58.5032770911,28.838606649,116.319210372,216.505248845,0.416517956376,16.319558157,-2.61255697479,-352.299077112,4.54764460044,-1.99995460456,-137.624100185,80.8926172691,-10.2690779466,1.81834313279,-14.9093305162,1.90430332658,-1.19347542746,-40.5348886364,7.38760409334,-6.40850601511,15.6728864401,-6.53125993913,31.4208591139,22.3315463835
"Occupation Metrics","Chemical Equipment Operators and Tenders","Annual Openings",,,,,,,,0,,,,,,,,,,,15.6,0,,,,,0,,,,0,,0,,25.8,,,,26.4,13,,,,0,15.6,0,,,19.6,0,0,0,,,,0,,,,,13,0,,,10.2,0,0,,0,0,0,,,,,,22,0,,,59.4,,0,196.4,,,0,11.2,,0,,15,0,,,,
"Occupation Metrics","Production Workers, All Other","Annual Openings",104.6,65.6,,,98.8,119.6,17.6,,14.8,,20.8,,19.4,,,73.4,11,33,403,,20,26.2,59.2,,,25.8,33.8,35.8,,48.2,,123.8,272,,12.2,22.6,17.6,19,13.4,17.2,,,13,,18.8,,234.6,,,30,,32.2,30.4,,172.4,19.8,33.8,44.8,40.8,13.8,,44.6,72.8,16.8,,29.4,15.4,,,,79,37.8,23.8,49.8,167,14.4,,19.2,419.8,,,50.4,57.6,,,,,,41.2,40,,24.2,28,104,44.2
"Occupation Metrics","Chemical Equipment Operators and Tenders","Posting Concentration"
"Occupation Metrics","Production Workers, All Other","Posting Concentration"
"Occupation Metrics","Chemical Equipment Operators and Tenders","Profiles Concentration"
"Occupation Metrics","Production Workers, All Other","Profiles Concentration"
"Occupation Metrics","Chemical Equipment Operators and Tenders","Regional Completions (2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Occupation Metrics","Production Workers, All Other","Regional Completions (2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Occupation Metrics","Chemical Equipment Operators and Tenders","Avg. Monthly Unique Postings (2025)",1.41666666667,0,0,0,0.666666666667,0.666666666667,0,0,0.0833333333333,0,0.0833333333333,0,0,0,0,0.0833333333333,0,0.166666666667,2.58333333333,0,0,0.0833333333333,0.333333333333,0,0,0.0833333333333,0.0833333333333,0,0,0.25,0,0.25,2.33333333333,0,0,0,0.0833333333333,0.0833333333333,0,0,0,0,0.5,0,0.0833333333333,0,0.416666666667,0,0,0.0833333333333,0,0.166666666667,0,0,0,0.166666666667,0,0.25,0,0.166666666667,0,0.333333333333,0.666666666667,0,0.416666666667,0,0,0,0,0,0.0833333333333,0.0833333333333,0,0.166666666667,0.666666666667,0,0,0.0833333333333,3.5,0,0,0.416666666667,0.75,0,0,0,0,0,0,0.25,0,0,0.333333333333,0.166666666667,0.833333333333
"Occupation Metrics","Production Workers, All Other","Avg. Monthly Unique Postings (2025)",12.25,3.66666666667,0.0833333333333,0.0833333333333,13.25,16.0833333333,1.75,0.166666666667,2,3.75,4.91666666667,0.333333333333,1.75,0.0833333333333,1,7.33333333333,1.5,1.58333333333,59.0833333333,1.66666666667,0.666666666667,5.83333333333,4.58333333333,2.25,0.0833333333333,1.91666666667,5.75,3.08333333333,0.583333333333,18.0833333333,0.25,13.6666666667,36.8333333333,0.0833333333333,0.833333333333,0.666666666667,5.16666666667,3.5,4.91666666667,0.583333333333,1.41666666667,0.25,0.5,0.166666666667,4.41666666667,0.166666666667,28.9166666667,0,0.583333333333,2.91666666667,0,2.75,5.83333333333,1.25,9.16666666667,4.41666666667,5.41666666667,8.66666666667,2.83333333333,2.08333333333,2.66666666667,10.6666666667,15.4166666667,0,0.25,2.58333333333,0.833333333333,0,0,0.25,6.08333333333,9.5,2.08333333333,15,39.25,0.75,0.833333333333,5.25,38.5833333333,2.16666666667,0.75,11.1666666667,19.5833333333,1.33333333333,0.833333333333,0.0833333333333,0.416666666667,0.5,2.25,17.75,0.166666666667,2.91666666667,9.75,9.91666666667,20.1666666667
"Occupation Metrics","Chemical Equipment Operators and Tenders","Avg. Monthly Total Postings (2025)",4.16666666667,0,0,0,1.25,1.58333333333,0,0,0.166666666667,0,0.25,0,0,0,0,0.0833333333333,0,0.166666666667,6.75,0,0,0.0833333333333,1,0,0,0.0833333333333,0.0833333333333,0,0,1.75,0,0.333333333333,5.41666666667,0,0,0,0.25,0.0833333333333,0,0,0,0,2.08333333333,0,0.166666666667,0,1.08333333333,0,0,0.333333333333,0,0.5,0,0,0,0.333333333333,0,0.416666666667,0,1.25,0,0.75,1.91666666667,0,0.916666666667,0,0,0,0,0,0.0833333333333,0.0833333333333,0,0.333333333333,0.833333333333,0,0,0.416666666667,11.25,0,0,0.583333333333,1.33333333333,0,0,0,0,0,0,0.333333333333,0,0,1.08333333333,0.5,2.41666666667
"Occupation Metrics","Production Workers, All Other","Avg. Monthly Total Postings (2025)",27.4166666667,11.6666666667,0.0833333333333,0.0833333333333,33,48.1666666667,2.25,0.166666666667,4.66666666667,16.1666666667,12.3333333333,0.333333333333,2.58333333333,0.5,1.5,25.9166666667,5.66666666667,2.41666666667,144.75,6,1.5,9.75,10.25,4.91666666667,0.5,5,13,7.66666666667,1,48.9166666667,0.25,47.25,95.6666666667,0.0833333333333,2.5,1.16666666667,12.5,7.08333333333,18.4166666667,0.833333333333,2.41666666667,0.25,0.583333333333,0.5,7.25,0.25,80,0,0.833333333333,9.41666666667,0,9.75,11.9166666667,1.66666666667,20.8333333333,15.5,11.8333333333,19.9166666667,16,9.75,8.58333333333,32.4166666667,42.1666666667,0,1,10.0833333333,5.08333333333,0,0,0.416666666667,17.5,34.1666666667,3.75,31.5,118.166666667,1.16666666667,2.25,16.25,121.75,4.33333333333,1.58333333333,20.5,49.4166666667,3.5,1.58333333333,0.0833333333333,0.416666666667,0.666666666667,4.41666666667,44.1666666667,0.25,7.25,26.1666666667,22.9166666667,59.5833333333
"Occupation Metrics","Chemical Equipment Operators and Tenders","Avg. Monthly Hires (2025)",1.09089703263,0.193271766071,0.733697347407,0.480047845208,0.945672994769,0.793830482383,0.635924836508,0.00189007102134,1.34801573061,0.0290101544669,0.387663659806,0.0127137313595,0.101504335832,6.04241030318E-5,0.179007134654,1.34613818851,0.150820030639,1.5549665824,4.62771570893,0.000556573613227,0.636404922205,0.29182567543,0.517201818669,2.79651249246,0.00514483887702,0.0283297167197,0.0425750352247,0.249950705987,0.0730919132085,0.634940677585,0.00900494245426,0.737135628827,4.0554859689,0.0301314339133,1.47681885667,0.360988141692,2.29452797832,2.96587488207,0.0354569836598,0.320595495051,0.0039861009248,0.000369249580112,1.63660797782,0.00506611340095,0.209883284548,0.0227237498776,3.36683409202,0.00398333282702,0.0257359309714,0.0177332706351,0.245348873256,0.0801442794407,0.0535685258318,0.0472883447442,0.37133954315,0.475893713742,0.174837953633,1.53876905267,1.65028627879,0.0290355055662,0.360362027842,2.5954317968,2.89753336495,5.66790918663E-5,0.0289084984319,0.560960851276,0.0380849205997,0.0545373931184,0.00607189546755,0.0228230021116,0.0261996052193,0.970285995403,0.134716185846,0.345473326327,7.28272119353,0.0189626750716,0.284495192876,1.13224623992,12.6390296102,0.0678317157504,0.051410850074,18.7330439978,0.935838673875,0.0425842061831,0.00885166501682,1.1104540021,0.0967615117513,7.42393940534E-5,0.660837882449,5.0744871034,0.000699800452052,0.0122336071729,0.329803092103,0.690130887496,0.510281757491
"Occupation Metrics","Production Workers, All Other","Avg. Monthly Hires (2025)",22.2205507703,31.3683681218,3.268669055,0.657617403068,39.598025274,37.1427816408,13.6992326351,0.167174611957,4.76636372513,1.76753070685,5.11664801515,2.08353232279,4.74442091397,0.518008465079,1.63621691284,31.3084725229,3.55526141429,26.4455630759,271.756333925,0.838303676677,3.46839702649,20.658019269,23.8081974707,4.22076377642,1.22908663072,12.2658477139,11.2920708536,13.1609040054,2.00788109107,31.4142030549,0.750240379334,71.1926387305,116.680772631,0.248339635356,2.18968209882,4.86580855438,10.8653334483,5.40137589895,4.36544771451,8.13159084625,0.641168621947,0.227448641793,2.53361806999,0.554858203913,7.08923790139,0.926656025219,155.62004532,0.15101019226,1.99649796019,10.1462124469,1.73553059154,12.790561799,5.6612821695,3.47388314349,124.763853057,4.44497823103,7.04393266116,21.0439399991,28.4752284533,8.79463691373,1.02814172517,13.7706333872,44.5384174659,11.9493394721,0.402779517767,11.2889591285,8.667736458,2.40626086799,0.0987665718518,1.04965727643,61.2140990282,15.1064636736,4.98117851564,22.1491047613,101.843275075,3.73458665191,1.18825472788,6.05497601001,317.148043195,1.64697495272,1.72454557905,29.5103899525,25.1194589965,5.49264545298,0.60894429392,0.958044492771,0.718258349319,0.149536791844,29.3227172306,19.8229933047,1.00603336026,19.5468158946,14.4854225527,66.0890894282,24.0751324794
"Occupation Metrics","Chemical Equipment Operators and Tenders","Average Hourly Earnings",26.450853545,,30.0189340358,,28.65555269,35.6230527722,24.9692032253,0,35.800398935,,28.8942684163,,,0,,25.2815432284,,23.999670086,30.2886750957,0,23.8450243831,,,25.9992396414,0,,,,0,25.2598445629,0,35.7914569541,24.1187276979,,31.9580382428,33.8653662733,25.9764400817,33.9171449661,,,0,0,33.3799652431,0,35.871572721,,24.1295802798,0,,,,,,,33.9075216638,22.7336104924,26.2310001487,25.136928714,24.6066305253,,,24.3941948264,30.0304593038,0,,36.0213004879,,,,,,24.8982390749,,,26.0602281321,,24.1309415339,23.9678288903,29.70060442,,,26.5226541181,24.540272726,,0,29.1424940209,26.2749165919,0,,29.7586730181,0,,,30.2647654374,24.534
"Occupation Metrics","Production Workers, All Other","Average Hourly Earnings",21.6937489474,19.6072458076,19.8714732666,,20.3376076756,18.2792738463,18.477,,20.2278286522,19.6145571945,22.1902992047,19.7360866994,18.8800240947,16.2389269208,21.1849460381,20.1821477414,19.2836332016,18.9450780266,20.4674710979,19.4994816954,17.9630668614,18.27,19.1937478026,16.9595294261,16.7818566567,20.0227758489,19.6307485382,20.8575638446,19.2420577676,20.5115656115,20.1581949464,19.1931186277,18.9320804732,,19.2746526164,20.0593125426,18.8534825175,21.0381430192,18.9769107301,18.8546394374,18.2780534656,,20.3834805014,16.242043853,17.8873935726,21.0922127726,20.3193152839,,19.5959813554,19.2610687377,20.6807678215,20.7701346594,21.6709281033,18.3414889961,19.3986861805,18.3002885577,21.0513291108,19.2873632947,21.5996173609,19.7844701683,20.1778742559,18.525296477,21.7835662141,22.46666442,,19.6325037445,17.7539878945,18.1982329655,,17.3269350076,18.0934724913,18.2569954636,21.9833810612,19.331121936,18.8095175375,17.3552037889,17.8133526318,22.49999775,18.4986892107,21.1592081492,24.6118486811,17.9269704035,18.6813826307,16.5696667253,18.27,19.6644314106,18.477,,18.6712721192,19.6528070731,18.2484183486,17.505,16.3189236582,22.5555533,18.9427595489
"Occupation Metrics","Chemical Equipment Operators and Tenders","Median Hourly Earnings",24.6848916458,,30.2542089394,,26.74444177,34.7760971959,23.2794785646,0,36.0678456674,,28.5334469719,,,0,,27.7599007664,,21.6964686824,29.9108995279,0,21.5566742414,,,25.0769554324,0,,,,0,23.6529745151,0,35.0638873021,22.0402188706,,32.2144578814,34.1263400679,27.0461871774,34.1933273628,,,0,0,33.6518498868,0,35.1058387234,,22.5123700546,0,,,,,,,34.3339895315,20.7743853728,28.8277049618,24.8233308055,23.0416370594,,,22.8428318342,30.5320127031,0,,36.3133440652,,,,,,23.315154431,,,25.7351857116,,22.0514851507,22.4442298211,28.6470883676,,,27.6150294448,24.2338597386,,0,28.0946403503,24.5189895595,0,,28.6884442885,0,,,29.8842048564,24.228
"Occupation Metrics","Production Workers, All Other","Median Hourly Earnings",20.0774722278,19.4424553788,18.5330919121,,18.8221869257,17.7483863254,17.1,,18.8652675141,19.7641450555,20.5508068451,18.3954795755,18.7310855028,16.1122152489,20.8886777659,20.0125539458,17.973577363,18.7966369936,18.9558913353,18.1861680159,17.823580096,16.92,17.9010052097,15.7264318902,16.6458341479,19.8545481012,18.297297002,20.68237806,17.8080688906,20.2352925151,19.9895519608,18.0914308283,18.2316982592,,17.9766437349,18.7084296464,17.4602343837,19.6209003722,17.6988544225,17.5836223621,16.9291928445,,19.0108027424,16.114552209,16.8596628333,20.810028143,18.8068325262,,18.2770775915,19.0953420878,20.5071117332,20.5958093148,20.0578873241,16.9939032607,18.0808053823,17.6233307524,20.8745518692,17.8626569899,21.3104948258,18.4518557739,19.9088358936,18.2770656488,23.0990480719,22.27777555,,18.3102189705,17.5977810136,18.0452440733,,16.8169469397,17.9530123387,18.004769333,20.3451027499,17.9045230601,17.4198813723,17.2191011218,17.1545232778,22.19999778,17.1641231402,19.5954596896,26.1104283506,16.6021549982,17.3008773134,15.374267711,16.92,19.8112158334,17.1,,18.5222328249,19.8024707848,18.0949979063,16.326,16.1908654412,20.8888868,17.542443027
